current_rank,ticker,name,sector,2026-07-17 13:00__close,2026-07-17 13:00__next_4h_return,2026-07-16 12:30__close,2026-07-16 12:30__next_4h_return,2026-07-14 12:30__close,2026-07-14 12:30__next_4h_return,2026-07-13 12:30__close,2026-07-13 12:30__next_4h_return,2026-07-10 12:30__close,2026-07-10 12:30__next_4h_return,2026-07-07 12:30__close,2026-07-07 12:30__next_4h_return,2026-07-06 12:30__close,2026-07-06 12:30__next_4h_return,2026-07-02 12:30__close,2026-07-02 12:30__next_4h_return,2026-07-01 12:30__close,2026-07-01 12:30__next_4h_return,2026-06-30 12:30__close,2026-06-30 12:30__next_4h_return,2026-06-29 12:30__close,2026-06-29 12:30__next_4h_return,2026-06-26 12:30__close,2026-06-26 12:30__next_4h_return,2026-06-25 12:30__close,2026-06-25 12:30__next_4h_return,2026-06-24 12:30__close,2026-06-24 12:30__next_4h_return,2026-06-23 12:30__close,2026-06-23 12:30__next_4h_return,2026-06-22 12:30__close,2026-06-22 12:30__next_4h_return,2026-06-18 12:30__close,2026-06-18 12:30__next_4h_return,2026-06-17 12:30__close,2026-06-17 12:30__next_4h_return,2026-06-16 12:30__close,2026-06-16 12:30__next_4h_return,2026-06-15 12:30__close,2026-06-15 12:30__next_4h_return,2026-06-12 12:30__close,2026-06-12 12:30__next_4h_return,2026-06-11 12:30__close,2026-06-11 12:30__next_4h_return,2026-06-10 12:30__close,2026-06-10 12:30__next_4h_return,2026-06-09 12:30__close,2026-06-09 12:30__next_4h_return,2026-06-08 12:30__close,2026-06-08 12:30__next_4h_return,2026-06-05 12:30__close,2026-06-05 12:30__next_4h_return,2026-06-03 12:30__close,2026-06-03 12:30__next_4h_return,2026-06-02 12:30__close,2026-06-02 12:30__next_4h_return,2026-06-01 12:30__close,2026-06-01 12:30__next_4h_return,2026-05-29 12:30__close,2026-05-29 12:30__next_4h_return
259,NDSN,Nordson Corporation,Industrials,288.980011,,293.350006,-0.01489686,286.880005,0.02255299,286.570007,0.00108175,286.600006,-0.00010467,286.070007,0.00185269,293.739990,-0.02611147,290.309998,0.01181493,295.720001,-0.01829434,301.570007,-0.01939850,302.160004,-0.00195260,301.420013,0.00245502,304.739990,-0.01089446,296.209991,0.02879713,291.000000,0.01790375,295.049988,-0.01372645,295.755005,-0.00238379,290.165009,0.01926489,292.929993,-0.00943906,292.239990,0.00236108,288.260010,0.01380691,285.700012,0.00896044,278.559998,0.02563187,290.290009,-0.04040790,282.209991,0.02863123,282.769989,-0.00198040,289.239990,-0.02236897,287.660004,0.00549255,281.299988,0.02260937,287.380005,-0.02115672
260,COCO,THE VITA COCO COMPANY INC,Consumer Staples,73.180000,,73.279999,-0.00136462,74.050003,-0.01039843,74.620003,-0.00763870,71.400002,0.04509805,65.559998,0.08907877,66.820000,-0.01885666,66.269997,0.00829943,69.000000,-0.03956526,66.169998,0.04276866,72.550003,-0.08793942,73.430000,-0.01198416,82.459999,-0.10950763,82.790001,-0.00398601,82.709999,0.00096726,82.894997,-0.00223171,83.949997,-0.01256700,83.620003,0.00394635,83.889999,-0.00321845,82.879997,0.01218632,80.889999,0.02460129,78.660004,0.02834980,78.514999,0.00184684,74.176201,0.05849313,73.430000,0.01016207,74.027000,-0.00806463,75.250000,-0.01625249,74.425003,0.01108494,75.059998,-0.00845983,75.089996,-0.00039949
261,EVRG,Evergy,Utilities,85.589996,,86.570000,-0.01132037,86.449997,0.00138812,86.445000,0.00005781,85.709999,0.00857544,87.120003,-0.01618462,86.239998,0.01020414,88.129997,-0.02144558,86.180000,0.02262702,86.410004,-0.00266178,87.000000,-0.00678156,87.230003,-0.00263674,86.660004,0.00657742,85.809998,0.00990568,84.849998,0.01131408,83.239998,0.01934166,82.500000,0.00896967,82.839996,-0.00410425,83.985001,-0.01363345,83.459999,0.00629046,83.860001,-0.00476988,82.809998,0.01267966,82.820000,-0.00012077,82.260002,0.00680766,81.699997,0.00685441,83.269997,-0.01885433,81.070000,0.02713701,81.360001,-0.00356442,80.389999,0.01206620,82.040001,-0.02011216
262,PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,88.089996,,88.230003,-0.00158684,84.309998,0.04649514,83.430000,0.01054774,82.720001,0.00858316,87.529999,-0.05495257,85.930000,0.01861980,85.089996,0.00987195,85.290001,-0.00234500,89.760002,-0.04979948,93.209999,-0.03701316,95.239998,-0.02131456,92.720001,0.02717857,90.300003,0.02679953,87.199997,0.03555053,86.550003,0.00751004,87.400002,-0.00972539,85.709999,0.01971769,87.190002,-0.01697446,86.230003,0.01113300,86.650002,-0.00484707,85.709999,0.01096725,83.599998,0.02523925,87.964996,-0.04962199,85.080002,0.03390919,85.019997,0.00070578,90.620003,-0.06179658,90.690002,-0.00077185,90.250000,0.00487537,90.529999,-0.00309289
263,LULU,Lululemon Athletica,Consumer Discretionary,116.330002,,118.760002,-0.02046143,117.320000,0.01227414,120.269997,-0.02452812,119.220001,0.00880721,115.150002,0.03534519,115.629997,-0.00415113,118.419998,-0.02356022,116.430000,0.01709180,114.199997,0.01952717,114.279999,-0.00070005,117.500000,-0.02740426,112.050003,0.04863897,113.120003,-0.00945898,108.919998,0.03856046,105.389999,0.03349463,111.769997,-0.05708149,111.730003,0.00035795,115.489998,-0.03255689,116.250000,-0.00653765,118.760002,-0.02113508,121.839996,-0.02527901,118.949997,0.02429591,121.349998,-0.01977751,117.470001,0.03302968,114.224998,0.02840887,126.010002,-0.09352435,126.495003,-0.00383415,132.112000,-0.04251693,131.210007,0.00687442
264,LNT,Alliant Energy,Utilities,74.820000,,75.739998,-0.01214679,76.320000,-0.00759961,76.639999,-0.00417535,76.389999,0.00327268,77.650002,-0.01622670,76.589996,0.01384001,78.019997,-0.01832865,75.779999,0.02955922,76.279999,-0.00655480,77.169998,-0.01153297,77.230003,-0.00077696,76.190002,0.01365010,75.589996,0.00793764,74.559998,0.01381435,73.199997,0.01857925,73.000000,0.00273968,72.839996,0.00219665,73.834999,-0.01347603,73.559998,0.00373846,73.139999,0.00574240,72.610001,0.00729924,72.989998,-0.00520615,72.370003,0.00856702,71.720001,0.00906305,72.849998,-0.01551128,70.790001,0.02910011,70.959999,-0.00239569,69.570000,0.01997986,71.610001,-0.02848765
265,CPB,The Campbell's Company - Common Stock,,22.080000,,22.655001,-0.02538075,22.084999,0.02580946,22.135000,-0.00225891,22.070000,0.00294517,22.900000,-0.03624454,22.650000,0.01103753,23.330000,-0.02914702,23.469999,-0.00596502,22.275000,0.05364754,23.007999,-0.03185844,22.795000,0.00934411,22.379999,0.01854339,22.235001,0.00652116,21.219999,0.04783233,20.400000,0.04019603,21.129999,-0.03454799,21.115000,0.00071035,21.780001,-0.03053264,22.299999,-0.02331830,22.801001,-0.02197281,22.719999,0.00356523,22.879999,-0.00699301,22.120001,0.03435796,21.480000,0.02979520,21.670000,-0.00876788,21.004999,0.03165918,21.000000,0.00023805,21.090000,-0.00426743,21.125000,-0.00165680
266,LIN,Linde plc,Materials,513.219971,,520.640015,-0.01425177,522.530029,-0.00361704,524.070007,-0.00293850,529.659973,-0.01055388,538.130005,-0.01573975,540.700012,-0.00475311,546.539978,-0.01068534,533.599976,0.02425038,518.869995,0.02838858,511.000000,0.01540116,519.424988,-0.01621984,522.239990,-0.00539025,515.510010,0.01305499,512.159973,0.00654100,516.669983,-0.00872900,512.049988,0.00902255,515.950012,-0.00755892,518.169983,-0.00428425,521.479980,-0.00634731,523.510010,-0.00387773,515.229980,0.01607055,509.010010,0.01221974,515.520020,-0.01262804,501.920013,0.02709596,507.980011,-0.01192960,507.739990,0.00047272,496.265015,0.02312268,497.459991,-0.00240215,497.630005,-0.00034165
267,ASML,ASML Holding N.V. - New York Registry Shares,,1747.579956,,1785.589966,-0.02128709,1775.280029,0.00580750,1725.000000,0.02914784,1798.569946,-0.04090469,1748.640015,0.02855358,1824.229980,-0.04143664,1771.420044,0.02981220,1843.680054,-0.03919336,1988.430054,-0.07279612,1881.640015,0.05675370,1795.989990,0.04768959,1843.069946,-0.02554431,1763.579956,0.04507309,1778.260010,-0.00825529,1930.250000,-0.07874109,1929.290039,0.00049757,1868.015015,0.03280221,1803.920044,0.03553094,1892.239990,-0.04667481,1862.540039,0.01594594,1899.209961,-0.01930799,1733.000000,0.09590881,1778.989990,-0.02585174,1748.859985,0.01722837,1640.910034,0.06578664,1728.410034,-0.05062456,1704.819946,0.01383729,1628.229980,0.04703879,1613.030029,0.00942323
268,JBLU,JETBLUE AIRWAYS CORP,Industrials,5.420000,,5.640000,-0.03900709,5.331000,0.05796286,5.595000,-0.04718499,5.770000,-0.03032929,5.725000,0.00786026,6.060000,-0.05528053,6.015000,0.00748130,5.915000,0.01690617,5.730000,0.03228621,5.630000,0.01776199,5.995000,-0.06088407,5.930000,0.01096121,5.795000,0.02329594,5.525000,0.04886878,5.490000,0.00637523,5.678600,-0.03321241,5.135000,0.10586173,5.210000,-0.01439539,5.360000,-0.02798507,5.005000,0.07092907,4.975000,0.00603015,4.610000,0.07917570,4.910000,-0.06109980,4.765000,0.03043022,4.850000,-0.01752577,4.755000,0.01997897,4.925000,-0.03451777,5.135000,-0.04089581,5.480000,-0.06295620
269,FISV,Fiserv,Financials,50.630001,,51.689999,-0.02050683,49.540001,0.04339923,51.185001,-0.03213832,50.430000,0.01497127,52.700001,-0.04307402,51.779999,0.01776752,52.310001,-0.01013194,50.720001,0.03134858,49.049999,0.03404693,48.825001,0.00460825,49.450001,-0.01263903,47.520000,0.04061450,48.160000,-0.01328904,47.299999,0.01818184,47.160000,0.00296860,47.849998,-0.01442002,48.770000,-0.01886410,49.814999,-0.02097760,47.895000,0.04008767,53.790001,-0.10959288,53.055000,0.01385357,53.264999,-0.00394253,54.044998,-0.01443240,52.715000,0.02522997,54.419998,-0.03133036,55.090000,-0.01216195,56.470001,-0.02443777,59.044998,-0.04361076,56.549999,0.04412023
270,NTAP,NetApp,Information Technology,163.880005,,159.654999,0.02646335,174.580002,-0.08549091,163.940002,0.06490179,168.850006,-0.02907909,165.820007,0.01827282,163.479996,0.01431375,154.130005,0.06066302,156.380005,-0.01438803,154.750000,0.01053315,155.070007,-0.00206363,152.257507,0.01847200,154.509995,-0.01457827,155.559998,-0.00674983,157.789993,-0.01413268,158.380005,-0.00372529,159.660004,-0.00801703,154.820007,0.03126209,161.160004,-0.03933977,161.839996,-0.00420163,161.619995,0.00136122,160.490005,0.00704087,160.639999,-0.00093373,165.070007,-0.02683715,170.380005,-0.03116562,167.000000,0.02023955,181.119995,-0.07795934,175.669998,0.03102406,179.740005,-0.02264386,173.869995,0.03376091
271,Z,"Zillow Group, Inc. - Class C Capital Stock",,33.904999,,34.064999,-0.00469690,31.850000,0.06954471,32.180000,-0.01025482,32.189999,-0.00031062,32.779999,-0.01799878,32.959999,-0.00546117,33.450001,-0.01464879,33.000000,0.01363639,31.514999,0.04712045,31.360001,0.00494254,31.150000,0.00674161,29.420000,0.05880354,30.549999,-0.03698851,30.510000,0.00131101,30.299999,0.00693073,32.095001,-0.05592778,31.980000,0.00359603,33.255001,-0.03834013,32.369999,0.02734019,32.014999,0.01108855,32.705002,-0.02109778,33.930000,-0.03610368,35.439999,-0.04260720,34.790001,0.01868347,35.055000,-0.00755952,35.500000,-0.01253521,36.365002,-0.02378666,36.240002,0.00344923,35.020000,0.03483729
272,SOFI,"SoFi Technologies, Inc.  - Common Stock",,17.280001,,17.325001,-0.00259740,18.555000,-0.06628936,18.129999,0.02344187,18.795000,-0.03538180,17.754999,0.05857511,18.605000,-0.04568670,18.260000,0.01889376,18.420000,-0.00868621,17.930000,0.02732850,18.174999,-0.01348000,17.850201,0.01819576,17.290001,0.03240023,17.320000,-0.00173204,17.290001,0.00173505,17.090000,0.01170281,17.905001,-0.04551807,17.400101,0.02901707,17.705000,-0.01722107,17.115000,0.03447268,16.584999,0.03195665,16.670000,-0.00509904,15.880000,0.04974811,16.480000,-0.03640777,16.500000,-0.00121212,16.040001,0.02867824,16.680000,-0.03836924,17.730000,-0.05922166,18.549999,-0.04420480,18.235001,0.01727436
273,BSP,Bending Spoons S.p.A. - Ordinary Shares,,32.400002,,32.090000,0.00966039,32.500000,-0.01261538,31.754999,0.02346090,32.880001,-0.03421539,37.029999,-0.11207124,36.470001,0.01535503,36.505001,-0.00095877,40.090000,-0.08942377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,POOL,Pool Corporation - Common Stock,,201.169998,,207.960007,-0.03265055,209.899994,-0.00924243,210.869995,-0.00460000,210.479996,0.00185290,209.580002,0.00429427,215.289993,-0.02652232,219.300003,-0.01828550,215.369995,0.01824770,214.940002,0.00200053,211.740005,0.01511286,211.699997,0.00018898,207.414993,0.02065909,205.380005,0.00990840,194.750000,0.05458282,195.490005,-0.00378539,199.009995,-0.01768750,194.369995,0.02387200,198.149994,-0.01907645,191.020004,0.03732588,195.009995,-0.02046044,192.259995,0.01430355,189.979996,0.01200126,192.380005,-0.01247536,181.029999,0.06269682,185.449997,-0.02383391,180.774994,0.02586089,179.679993,0.00609417,182.080002,-0.01318107,181.369995,0.00391469
275,CMPS,COMPASS Pathways Plc - American Depository Shares,,12.350000,,12.435000,-0.00683554,13.389000,-0.07125252,13.180000,0.01585736,13.640000,-0.03372434,13.000000,0.04923077,12.830000,0.01325019,13.630000,-0.05869406,13.280000,0.02635542,14.140000,-0.06082037,15.060000,-0.06108898,14.820000,0.01619433,13.595000,0.09010666,12.590000,0.07982526,12.650000,-0.00474308,12.620000,0.00237718,12.520000,0.00798722,11.940000,0.04857621,11.495000,0.03871248,11.785000,-0.02460755,12.080000,-0.02442053,11.410000,0.05872042,11.040000,0.03351449,11.260000,-0.01953819,11.725000,-0.03965885,12.110000,-0.03179191,12.690000,-0.04570528,13.310000,-0.04658152,14.180000,-0.06135402,13.075000,0.08451243
276,TTD,Trade Desk (The),Communication Services,18.590000,,19.120001,-0.02771972,18.924999,0.01030394,19.795000,-0.04395054,19.520000,0.01408811,19.180000,0.01772680,19.305000,-0.00647501,19.084999,0.01152743,19.105000,-0.00104690,18.055000,0.05815564,18.650000,-0.03190349,18.309999,0.01856914,17.350000,0.05533135,17.698999,-0.01971857,17.930000,-0.01288349,18.030001,-0.00554637,18.500000,-0.02540535,18.160000,0.01872247,18.945000,-0.04143574,19.280001,-0.01737557,19.264999,0.00077872,18.900000,0.01931212,19.290001,-0.02021778,19.900000,-0.03065322,19.434999,0.02392596,19.955000,-0.02605868,20.570000,-0.02989791,21.100000,-0.02511848,23.219999,-0.09130056,21.570000,0.07649509
277,BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",,107.239998,,112.809998,-0.04937506,109.739998,0.02797521,113.379997,-0.03210442,117.514999,-0.03518701,112.099998,0.04830509,114.400002,-0.02010493,113.309998,0.00961966,117.904999,-0.03897206,114.345001,0.03113383,112.230003,0.01884521,104.160004,0.07747695,103.949997,0.00202027,107.809998,-0.03580374,110.129997,-0.02106600,111.709999,-0.01414378,111.769997,-0.00053680,111.570000,0.00179257,112.720001,-0.01020228,116.739998,-0.03443547,115.720001,0.00881435,116.120003,-0.00344473,117.449997,-0.01132392,121.129997,-0.03038058,119.010002,0.01781359,121.644997,-0.02166135,132.710007,-0.08337736,136.649994,-0.02883269,132.360001,0.03241155,135.139999,-0.02057124
278,IBKR,Interactive Brokers,Financials,90.529999,,92.239998,-0.01853858,95.629997,-0.03544912,93.559998,0.02212483,94.089996,-0.00563288,94.559998,-0.00497041,95.985001,-0.01484610,91.309998,0.05119925,93.250000,-0.02080431,87.040001,0.07134650,88.199997,-0.01315188,89.730003,-0.01705122,92.160004,-0.02636720,92.790001,-0.00678949,94.699997,-0.02016891,96.830002,-0.02199737,96.000000,0.00864585,95.099998,0.00946374,93.129997,0.02115324,92.779999,0.00377234,90.809998,0.02169366,88.809998,0.02251999,85.410004,0.03980791,86.330002,-0.01065676,87.386002,-0.01208432,84.379997,0.03562462,87.150002,-0.03178434,88.720001,-0.01769611,88.699997,0.00022552,86.959999,0.02000918
279,COST,Costco,Consumer Staples,940.869995,,945.359985,-0.00474950,921.739990,0.02562544,926.004028,-0.00460477,916.169983,0.01073387,947.260010,-0.03282101,950.729980,-0.00364980,951.090027,-0.00037856,924.729980,0.02850567,935.210022,-0.01120608,946.299988,-0.01171929,951.049988,-0.00499448,942.479980,0.00909304,960.960022,-0.01923081,957.320007,0.00380230,950.984985,0.00666154,951.109985,-0.00013143,965.599976,-0.01500620,986.609985,-0.02129515,979.450012,0.00731020,982.559998,-0.00316519,975.130005,0.00761949,983.559998,-0.00857090,968.289978,0.01577009,974.590027,-0.00646431,971.840027,0.00282968,961.960022,0.01027070,954.239990,0.00809024,946.039978,0.00866772,956.070007,-0.01049089
280,EXC,Exelon,Utilities,46.259998,,46.790001,-0.01132727,46.910000,-0.00255807,47.090000,-0.00382247,46.790001,0.00641160,47.549999,-0.01598313,47.049999,0.01062699,47.869999,-0.01712973,46.250000,0.03502701,46.610001,-0.00772369,47.134998,-0.01113816,47.410000,-0.00580051,46.744999,0.01422614,46.889999,-0.00309234,46.599998,0.00622320,45.924999,0.01469786,45.820000,0.00229155,45.570000,0.00548607,46.595001,-0.02199809,46.174999,0.00909587,46.224998,-0.00108164,45.500000,0.01593402,45.590000,-0.00197412,45.320000,0.00595763,44.810001,0.01138137,45.740002,-0.02033233,45.090000,0.01441566,45.005001,0.00188866,44.720001,0.00637299,45.650002,-0.02037242
281,HOOD,Robinhood Markets,Financials,99.959999,,106.059998,-0.05751461,113.480003,-0.06538601,109.860001,0.03295105,111.970001,-0.01884433,112.904999,-0.00828128,117.589996,-0.03984180,112.699997,0.04338952,108.639999,0.03737112,100.269997,0.08347464,101.820000,-0.01522297,98.699997,0.03161097,93.489998,0.05572788,97.199997,-0.03816872,103.209999,-0.05823081,105.684998,-0.02341864,108.169998,-0.02297310,105.209999,0.02813420,96.709999,0.08789164,98.129997,-0.01447058,93.162300,0.05332304,92.250000,0.00988943,86.339996,0.06845036,83.769997,0.03067923,85.040001,-0.01493420,82.470001,0.03116285,82.820000,-0.00422602,88.129997,-0.06025187,90.699997,-0.02833517,94.349998,-0.03868576
282,FUTU,Futu Holdings Limited - American Depositary Shares,,95.099998,,97.500000,-0.02461541,98.169998,-0.00682488,96.360001,0.01878370,96.324997,0.00036339,94.110001,0.02353624,98.209999,-0.04174726,95.080002,0.03291961,99.839996,-0.04767622,93.769997,0.06473285,97.160004,-0.03489097,96.470001,0.00715251,98.139999,-0.01701649,98.309998,-0.00172921,97.949997,0.00367535,100.000000,-0.02050003,96.699997,0.03412620,96.709999,-0.00010342,96.010002,0.00729088,100.110001,-0.04095494,97.550003,0.02624293,95.540001,0.02103833,92.889999,0.02852839,91.320000,0.01719228,91.010002,0.00340620,92.400002,-0.01504329,96.269997,-0.04019939,101.940002,-0.05562100,102.779999,-0.00817277,104.129997,-0.01296454
283,PTEN,PATTERSON UTI ENERGY INC,Energy,10.020000,,9.645000,0.03888025,9.860000,-0.02180527,9.690000,0.01754386,9.395000,0.03139968,9.145000,0.02733734,8.565000,0.06771745,8.650000,-0.00982659,8.570000,0.00933489,9.180000,-0.06644880,9.535000,-0.03723125,9.560000,-0.00261506,9.780000,-0.02249489,9.505000,0.02893214,10.050000,-0.05422886,10.195000,-0.01422266,10.035000,0.01594420,10.300000,-0.02572816,10.345000,-0.00434993,10.650000,-0.02863850,11.490000,-0.07310705,11.485000,0.00043535,12.020000,-0.04450915,11.590000,0.03710095,11.890000,-0.02523129,11.500000,0.03391304,12.000000,-0.04166667,11.735000,0.02258202,11.530000,0.01777971,11.200000,0.02946429
284,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,48.389999,,48.560001,-0.00350086,46.439999,0.04565035,46.474998,-0.00075307,46.305000,0.00367127,45.410000,0.01970932,46.860001,-0.03094326,47.840000,-0.02048493,47.220001,0.01313001,47.090000,0.00276069,47.009998,0.00170181,48.430000,-0.02932071,48.439999,-0.00020642,51.205002,-0.05399869,49.660000,0.03111160,51.840000,-0.04205247,51.830002,0.00019290,49.647999,0.04394947,49.355000,0.00593656,49.320000,0.00070965,50.990002,-0.03275156,52.290001,-0.02486133,49.900002,0.04789577,50.400002,-0.00992063,51.634998,-0.02391781,51.770000,-0.00260773,51.770000,0.00000000,51.389999,0.00739445,52.619999,-0.02337514,52.790001,-0.00322034
285,TW,Tradeweb Markets Inc. - Class A Common Stock,,99.900002,,101.190002,-0.01274830,98.830002,0.02387939,99.680000,-0.00852727,97.849998,0.01870212,100.250000,-0.02394017,102.385002,-0.02085268,102.839996,-0.00442429,101.489998,0.01330178,99.690002,0.01805593,92.129997,0.08205802,93.500000,-0.01465244,91.519997,0.02163465,96.070000,-0.04736133,99.139999,-0.03096630,98.230003,0.00926393,99.470001,-0.01246605,100.824997,-0.01343909,102.029999,-0.01181027,101.809998,0.00216090,101.169998,0.00632599,99.035004,0.02155797,101.044998,-0.01989207,99.709999,0.01338882,98.300003,0.01434380,102.500000,-0.04097558,100.410004,0.02081462,97.980003,0.02480099,100.237503,-0.02252151,100.169998,0.00067390
286,ZM,"Zoom Communications, Inc. - Class A Common Stock",,91.129997,,92.915001,-0.01921115,91.150002,0.01936367,91.900002,-0.00816104,89.775002,0.02367029,85.660004,0.04803873,85.019997,0.00752772,87.129997,-0.02421669,90.129997,-0.03328526,86.330002,0.04401708,86.150002,0.00208938,86.449997,-0.00347016,82.839996,0.04357800,85.489998,-0.03099780,86.480003,-0.01144779,84.360001,0.02513042,86.410004,-0.02372414,87.389999,-0.01121404,92.059998,-0.05072778,94.209999,-0.02282137,93.669998,0.00576493,92.300003,0.01484285,93.940002,-0.01745794,96.809998,-0.02964566,101.139999,-0.04281195,101.570000,-0.00423354,106.180000,-0.04341684,111.860001,-0.05077777,111.610001,0.00223994,101.550003,0.09906448
287,WMT,Walmart,Consumer Staples,114.239998,,114.919998,-0.00591716,113.665001,0.01104119,114.805000,-0.00992987,113.889999,0.00803408,111.540001,0.02106866,110.660004,0.00795226,111.709999,-0.00939929,108.860001,0.02618040,113.220001,-0.03850910,114.559998,-0.01169690,115.300003,-0.00641808,115.769997,-0.00405972,119.000000,-0.02714288,119.419998,-0.00351698,117.120003,0.01963793,117.180000,-0.00051201,118.160004,-0.00829387,121.019997,-0.02363240,120.839996,0.00148958,121.019997,-0.00148737,120.434998,0.00485738,120.559998,-0.00103683,118.830002,0.01455858,119.809998,-0.00817958,118.900002,0.00765346,116.919998,0.01693469,113.035004,0.03436983,114.595001,-0.01361313,115.709999,-0.00963614
288,LOGI,Logitech International S.A. - Registered Shares,,102.830002,,100.290001,0.02532656,100.550003,-0.00258580,102.250000,-0.01662589,101.989998,0.00254929,97.120003,0.05014410,97.389999,-0.00277232,93.970001,0.03639457,94.620003,-0.00686960,94.019997,0.00638168,98.650002,-0.04693365,97.400002,0.01283368,100.830002,-0.03401765,102.309998,-0.01446580,104.400002,-0.02001920,106.824997,-0.02270063,107.610001,-0.00729490,106.004997,0.01514083,109.250000,-0.02970254,110.870003,-0.01461173,110.834999,0.00031582,109.879997,0.00869132,109.129997,0.00687254,113.019997,-0.03441869,113.339996,-0.00282335,112.919998,0.00371943,119.010002,-0.05117220,126.714996,-0.06080570,126.629997,0.00067124,121.910004,0.03871703
289,ALGN,Align Technology,Health Care,176.759995,,178.330002,-0.00880394,178.509995,-0.00100831,180.550003,-0.01129885,179.419998,0.00629810,185.210007,-0.03126186,188.289993,-0.01635767,184.339996,0.02142778,181.500000,0.01564736,168.690002,0.07593810,173.514999,-0.02780738,178.440002,-0.02760033,175.690002,0.01565257,170.899994,0.02802813,168.429993,0.01466485,173.479996,-0.02911000,182.059998,-0.04712733,173.529999,0.04915576,179.529999,-0.03342060,178.300003,0.00689846,174.839996,0.01978956,176.559998,-0.00974174,170.520004,0.03542103,178.139999,-0.04277532,172.095001,0.03512594,167.645004,0.02654417,161.710007,0.03670148,166.630005,-0.02952648,169.869995,-0.01907335,174.899994,-0.02875929
290,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",,45.080002,,45.180000,-0.00221332,43.834999,0.03068327,44.029999,-0.00442880,43.169998,0.01992127,44.060001,-0.02019980,43.529999,0.01217556,43.959999,-0.00978162,43.689999,0.00617990,44.535000,-0.01897386,45.930000,-0.03037231,45.865002,0.00141716,45.055000,0.01797807,45.380001,-0.00716177,44.700001,0.01521253,44.200001,0.01131222,44.570000,-0.00830153,45.270000,-0.01546278,46.740002,-0.03145062,46.750000,-0.00021386,47.470001,-0.01516749,47.869999,-0.00835592,48.410000,-0.01115474,47.810001,0.01254965,46.560001,0.02684708,47.180000,-0.01314114,46.080002,0.02387148,46.400002,-0.00689655,46.799999,-0.00854694,46.970001,-0.00361937
291,KDP,Keurig Dr Pepper,Consumer Staples,30.910000,,31.385000,-0.01513462,30.260000,0.03717779,31.264999,-0.03214454,31.684999,-0.01325548,31.490000,0.00619241,31.764999,-0.00865730,33.310001,-0.04638253,33.380001,-0.00209706,32.743000,0.01945457,33.509998,-0.02288863,33.389999,0.00359386,32.520000,0.02675274,31.389999,0.03599876,30.865000,0.01700953,30.855000,0.00032410,30.754999,0.00325154,30.889999,-0.00437035,32.014999,-0.03513978,31.780001,0.00739452,31.709999,0.00220757,31.219999,0.01569507,31.670000,-0.01420906,31.480000,0.00603558,30.764999,0.02324073,30.549999,0.00703764,30.549999,0.00000000,30.360001,0.00625817,30.205000,0.00513163,30.040001,0.00549264
292,HST,Host Hotels & Resorts,Real Estate,23.940001,,23.670000,0.01140689,23.370001,0.01283693,23.070000,0.01300394,23.170000,-0.00431593,23.334999,-0.00707088,23.240000,0.00408774,23.350000,-0.00471092,23.363001,-0.00055648,23.695000,-0.01401135,24.930000,-0.04953871,25.055000,-0.00498902,24.969999,0.00340413,24.584999,0.01565996,24.805000,-0.00886922,25.129999,-0.01293271,24.990000,0.00560220,24.625000,0.01482234,24.910000,-0.01144119,24.820000,0.00362611,24.889999,-0.00281233,24.330000,0.02301681,23.950001,0.01586635,24.475000,-0.02145042,24.434999,0.00163704,24.620001,-0.00751430,23.850000,0.03228516,23.650000,0.00845666,23.190001,0.01983609,22.980000,0.00913842
293,CME,CME Group,Financials,245.050003,,246.240005,-0.00483269,243.559998,0.01100348,245.100006,-0.00628318,240.285004,0.02003871,240.740005,-0.00189001,234.750000,0.02551653,236.714996,-0.00830110,231.020004,0.02465151,220.850006,0.04604934,218.559998,0.01047771,220.729996,-0.00983101,225.000000,-0.01897780,231.639999,-0.02866517,242.389999,-0.04435001,245.149994,-0.01125839,246.240005,-0.00442662,252.509995,-0.02483066,261.600006,-0.03474775,266.079987,-0.01683697,269.529999,-0.01280010,262.179993,0.02803420,263.820007,-0.00621641,255.940002,0.03078849,252.000000,0.01563493,257.480011,-0.02128325,252.649994,0.01911742,250.539993,0.00842181,257.880005,-0.02846290,273.410004,-0.05680114
294,GOOG,Alphabet Inc. (Class C),Communication Services,346.119995,,353.809998,-0.02173484,357.380005,-0.00998939,350.670502,0.01913335,355.040009,-0.01230708,363.649994,-0.02367657,364.750000,-0.00301578,355.869995,0.02495295,357.869995,-0.00558862,353.320007,0.01287781,351.079987,0.00638037,334.910004,0.04828158,342.149994,-0.02116028,345.035004,-0.00836150,345.910004,-0.00252956,348.670013,-0.00791582,367.179993,-0.05041119,362.079987,0.01408530,371.200012,-0.02456903,367.119995,0.01111358,358.070007,0.02527435,356.320007,0.00491132,353.320007,0.00849089,362.000000,-0.02397788,361.149994,0.00235361,366.000000,-0.01325138,355.820007,0.02860995,358.500000,-0.00747557,372.579987,-0.03779051,376.380005,-0.01009623
